ID,Pathname,After Coordinate,Before Coordinate,Filename,Start_Time,End_Time,after_MFCC_1_Mean,after_MFCC_2_Mean,after_MFCC_3_Mean,after_MFCC_4_Mean,after_MFCC_5_Mean,after_MFCC_6_Mean,after_MFCC_7_Mean,after_MFCC_8_Mean,after_MFCC_9_Mean,after_MFCC_10_Mean,after_MFCC_11_Mean,after_MFCC_12_Mean,after_MFCC_13_Mean,after_MFCC_1_Var,after_MFCC_2_Var,after_MFCC_3_Var,after_MFCC_4_Var,after_MFCC_5_Var,after_MFCC_6_Var,after_MFCC_7_Var,after_MFCC_8_Var,after_MFCC_9_Var,after_MFCC_10_Var,after_MFCC_11_Var,after_MFCC_12_Var,after_MFCC_13_Var,after_Spectral_Centroid,after_Spectral_Bandwidth,after_Spectral_Contrast,after_Spectral_Rolloff,after_Zero_Crossing_Rate,after_Chroma_1,after_Chroma_2,after_Chroma_3,after_Chroma_4,after_Chroma_5,after_Chroma_6,after_Chroma_7,after_Chroma_8,after_Chroma_9,after_Chroma_10,after_Chroma_11,after_Chroma_12,Valence,Arousal,Filename_Key,Matched_Path,Arousal Change,Valence Change,Before Valence,Before Arousal,before_MFCC_1_Mean,before_MFCC_2_Mean,before_MFCC_3_Mean,before_MFCC_4_Mean,before_MFCC_5_Mean,before_MFCC_6_Mean,before_MFCC_7_Mean,before_MFCC_8_Mean,before_MFCC_9_Mean,before_MFCC_10_Mean,before_MFCC_11_Mean,before_MFCC_12_Mean,before_MFCC_13_Mean,before_MFCC_1_Var,before_MFCC_2_Var,before_MFCC_3_Var,before_MFCC_4_Var,before_MFCC_5_Var,before_MFCC_6_Var,before_MFCC_7_Var,before_MFCC_8_Var,before_MFCC_9_Var,before_MFCC_10_Var,before_MFCC_11_Var,before_MFCC_12_Var,before_MFCC_13_Var,before_Spectral_Centroid_Mean,before_Spectral_Bandwidth_Mean,before_Spectral_Contrast_Mean,before_Spectral_Rolloff_Mean,before_Zero_Crossing_Rate_Mean,before_Chroma_1_Mean,before_Chroma_2_Mean,before_Chroma_3_Mean,before_Chroma_4_Mean,before_Chroma_5_Mean,before_Chroma_6_Mean,before_Chroma_7_Mean,before_Chroma_8_Mean,before_Chroma_9_Mean,before_Chroma_10_Mean,before_Chroma_11_Mean,before_Chroma_12_Mean,before_start_time,after_start_time
_1cpqpmytm,/audioFolder6//film-score-emotion-survey/audioFolder6/mildred_goes_to_war__carter_burwell_three_billboards_outside_ebbing_missouri_sample_2.mp3,"(0.256, 0.761)","(0.471, 0.586)","Mildred_Goes_To_War_-_Carter_Burwell_Three_Billboards_Outside_Ebbing,_Missouri_sample_1.mp3",12.4634098101266,13.2710047468354,-291.41864,227.88554,17.329178,12.383463,17.149796,13.554309,10.75593,7.6499224,10.520758,6.836192,4.673011,3.2754734,2.2384574,2426.7988,389.99478,386.67685,171.97699,99.1861,103.33596,100.521935,42.89674,17.815151,27.131811,18.20092,13.508015,16.78079,612.55686376442,1285.76597131451,17.6070208383237,1005.65378289474,0.0109799033717105,0.8836698,0.68567634,0.47954184,0.4602983,0.6412333,0.58010954,0.4805234,0.6119075,0.61981034,0.61201537,0.66346407,0.6973481,0.256,0.761,mildred_goes_to_war___carter_burwell_three_billboards_outside_ebbing_missouri.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,0.175,-0.215,0.471,0.586,-189.52338,207.28793,-7.0278864,33.0677,10.584982,17.784979,17.391611,10.176331,6.8985524,6.5672135,1.7753501,-0.9723524,3.8156648,2613.3467,619.1005,426.2344,247.62059,339.2822,106.89079,96.412544,47.67042,39.132126,73.843796,33.43582,28.398157,29.517544,1067.2921967747300,1814.1789244846500,18.44515352069810,2220.0797872340400,0.01529774767287230,0.6374757,0.4607164,0.39800936,0.51869035,0.77592236,0.6255094,0.5018567,0.4973488,0.55999225,0.6814636,0.68609685,0.63360715,11.4634098101266,12.4634098101266
_rhl53olmi,/audioFolder6//film-score-emotion-survey/audioFolder6/opening__gustavo_santaolalla_brokeback_mountain_sample_1.mp3,"(0.282, -0.212)","(0.491, 0.49)",Opening__Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,7.06109117754556,7.26109117754556,-338.28647,244.28893,5.5711784,-29.566633,-3.955251,-7.124926,6.6986675,22.45264,6.7040954,5.210175,-11.901567,-15.678669,-27.251595,569.87427,408.99854,14.759735,18.843834,45.05114,24.880978,6.4361405,26.641531,9.447069,5.7949405,15.957424,13.943506,18.446207,1127.76680834925,1654.26015147719,20.6616382326925,1406.8359375,0.0418294270833333,0.3030618,0.06944145,0.057997108,0.12369265,0.0460632,0.035620485,0.04933499,0.052710976,0.06463389,0.049584184,0.20396692,1.0,0.282,-0.212,opening__gustavo_santaolalla_brokeback_mountain.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,-0.702,-0.209,0.491,0.49,-376.4474,249.56192,-10.9255495,-7.5143704,1.7720296,-5.2330523,3.104618,24.07273,-2.339055,0.01022933,-19.910486,-14.556674,-20.077856,136.22375,160.38243,65.76588,42.430725,43.196945,18.855837,21.04401,26.325981,19.2651,20.751566,37.54136,18.025873,11.60637,1052.590865810770,1758.2337671311700,21.330564226376000,1349.909078663790,0.03475776760057470,0.53750855,0.6099363,0.28348896,0.44946724,0.22162558,0.20417707,0.28472504,0.4374551,0.6979508,0.33846396,0.33872557,0.6565253,6.06109117754556,7.06109117754556
_rhl53olmi,/audioFolder6//film-score-emotion-survey/audioFolder6/opening__gustavo_santaolalla_brokeback_mountain_sample_1.mp3,"(-0.083, -0.082)","(0.282, -0.212)",Opening__Gustavo_Santaolalla_Brokeback_Mountain_sample_1.mp3,10.3568657121044,10.5568657121044,-371.30817,248.19597,23.737036,-11.452803,2.8215206,-4.680058,-1.2982211,18.994915,10.527348,8.154989,-11.45653,-2.9935443,-8.819987,423.24094,293.49307,29.668112,36.80281,29.572336,16.021166,19.548351,23.337883,10.303557,12.198004,8.143947,6.2180953,14.504503,854.246423110642,1595.67781098674,20.3718022782101,1071.875,0.0292697482638888,0.15708308,0.05589171,0.060256667,0.37547493,0.99957633,0.28549436,0.12989467,0.15113741,0.15042102,0.12603207,0.18528965,0.5486878,-0.083,-0.082,opening__gustavo_santaolalla_brokeback_mountain.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,0.13,-0.365,0.282,-0.212,-376.9955,240.08052,31.41404,-18.86355,1.5475236,-2.22019,8.326328,19.473738,10.17221,4.4312468,-15.293916,-7.5437355,-12.708898,242.11703,178.83727,77.57495,27.692467,72.32088,15.396687,44.10541,30.174334,20.154345,15.500727,39.224308,43.642952,81.29978,825.8307592127120,1499.916258592400,23.390990392033400,1140.2697332974100,0.029521372126436800,0.14573243,0.058513027,0.060594186,0.2595639,0.6740392,0.25155526,0.18721579,0.22471285,0.24980284,0.19268529,0.2002709,0.5219836,9.3568657121044,10.3568657121044
_14q3qbw23,/audioFolder6//film-score-emotion-survey/audioFolder6/pawel_mykietynlove_story_eo_sample_1.mp3,"(0.163, 0.177)","(-0.484, -0.74)",Pawel_Mykietyn-Love_Story_EO_sample_1.mp3,0.04375,0.24375,-307.86713,218.66199,-8.665469,20.60505,-0.74324375,5.839959,-16.427963,2.0023286,7.122154,16.165676,10.953552,4.0208726,-1.367329,1730.914,830.64935,25.935608,61.43007,18.635912,33.021103,86.595,120.86304,20.420038,34.015736,132.83124,66.2702,72.84144,1497.55791780353,2102.18933608066,22.2585278522795,2665.33203125,0.0472819010416666,0.042946696,0.037859026,0.08522002,0.16426575,0.14054081,0.21547054,0.471353,0.22698559,0.10457658,0.23513855,0.87234646,0.2512402,0.163,0.177,pawel_mykietyn_love_story_eo.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,0.917,0.647,-0.484,-0.74,-273.48154,194.50916,-23.743162,37.94432,3.9719954,1.6533933,-11.965283,-4.397907,-6.301134,-2.1633563,7.182874,7.2869916,-6.870537,286.3298,153.56686,377.78275,159.1557,27.358639,14.266924,10.880802,79.03758,3.8583663,0.9116525,4.609368,5.9144278,8.748614,1469.4348707019300,2440.6655527893300,16.11597466273770,2723.9501953125,0.015869140625,0.44723645,0.21485682,0.51532483,0.8364804,0.5182815,0.19100717,0.22692604,0.4775888,0.61440796,0.6711824,0.81138813,0.8982931,0.0,0.04375
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(-0.08, 0.335)","(0, 0)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,0.0075487669954511,2.07478841198876,-237.23091,223.7063,23.925909,2.9607582,21.24037,7.217945,3.415678,4.2381635,1.0789087,-0.611748,-0.55320257,-1.612466,-5.8672695,921.7132,281.43097,318.7564,41.60422,74.37267,115.464005,42.475792,50.380165,42.920216,26.881983,27.138374,43.112095,55.137997,699.443296935722,1189.12993346495,18.6471728571681,1128.38273195876,0.0122221327319587,0.8590265,0.4551342,0.33122042,0.25059626,0.20312837,0.19517098,0.24200752,0.25574222,0.26622137,0.41758326,0.71712595,0.92606395,-0.08,0.335,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,0.335,-0.08,0.0,0.0,-209.68463,134.77597,14.631842,34.13486,16.343163,16.6739,12.202829,7.8598266,3.2951245,8.027338,10.170614,7.14484,8.539143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333.3894146050200,4678.6278577424100,9.71100349631081,5132.8125,0.00146484375,0.9670865,0.98376006,0.9404216,0.91379994,0.9558391,0.9794736,1.0,0.99754435,0.92015475,0.8993971,0.9413207,0.94791824,0.0,0.0075487669954511
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(-0.07, 0.455)","(-0.08, 0.335)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,2.0615124151767,6.24495755859539,-231.52614,228.04037,4.7900343,10.776019,18.676691,10.671587,5.34986,1.2818351,5.293077,1.3643246,3.1846614,3.2924407,0.689555,799.66797,119.150505,203.23213,61.818882,111.01926,64.88141,53.678486,68.354095,35.231735,40.93799,47.68031,53.279507,76.027405,772.542786592179,1353.65597747924,18.8975833303783,1278.32776717557,0.0143241591125954,0.6880093,0.67601776,0.5091767,0.4239153,0.39090526,0.51384914,0.6440835,0.45488027,0.31505153,0.31603605,0.386182,0.55008864,-0.07,0.455,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,0.12,0.01,-0.08,0.335,-234.24998,238.72597,15.144025,4.9197545,14.406676,-1.0061783,1.0381787,-0.11546754,-3.0274503,-3.57631,-1.8152223,-3.9608588,-10.620468,666.5662,167.21335,314.08102,51.612186,33.699787,18.36328,20.212767,40.81438,24.89405,20.688847,13.225933,16.488922,21.186974,768.3064895080990,1220.09285147551,19.922704814847900,1188.8297872340400,0.014939328457446800,0.7908421,0.33389825,0.247884,0.12672585,0.07790775,0.091739714,0.14922747,0.20797516,0.26487795,0.43628705,0.70371544,0.9530878,1.0615124151767000,2.0615124151767
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(0.155, 0.5)","(-0.07, 0.455)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,6.23211300169606,8.95733333333483,-231.41331,220.06107,-5.177371,15.239842,24.065155,20.974297,15.556113,10.954427,6.6733313,2.9388547,4.6782746,-2.687253,-3.5807858,812.69696,228.47261,106.776566,70.82901,44.793694,51.33602,51.26754,38.6064,22.177639,37.287098,36.13185,50.14296,48.402977,820.279778599402,1436.95235678722,20.8254195204114,1552.82592773438,0.0161705017089843,0.32062393,0.36953893,0.34382826,0.3567796,0.45820913,0.73702836,0.8021384,0.5561916,0.32628548,0.28496173,0.25414366,0.26937634,0.155,0.5,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,0.045,0.225,-0.07,0.455,-235.07365,220.4159,5.209076,18.745602,24.885256,12.461896,13.220993,10.453118,4.6018276,3.9898224,7.151292,3.1109464,1.4015036,1171.8678,180.13487,279.7503,31.952148,54.485943,39.968002,19.203827,36.030846,22.811274,33.75068,33.389473,32.37144,31.4622,745.076628817358,1430.1205832449400,20.52991018074620,1307.0146276595700,0.011490192819148900,0.6934301,0.59866863,0.5528217,0.5308967,0.47704095,0.5113956,0.6668518,0.7214181,0.5703885,0.49268883,0.48155147,0.5964702,5.23211300169606,6.23211300169606
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(-0.0, 0.615)","(0.155, 0.5)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,8.95208034850957,11.7840000000026,-246.03397,233.98262,-5.8491707,7.093572,24.198833,17.828455,16.115349,11.583881,7.8937383,3.9367647,4.6952357,2.9694307,4.9387856,663.045,80.410805,172.48581,54.399315,69.10056,49.576965,34.81467,42.06523,33.350384,23.199123,27.924864,35.52155,23.840494,806.474599842052,1295.91213006142,19.9371343135703,1497.53289473684,0.0191127232142857,0.5435056,0.46949536,0.36224177,0.35918882,0.53323805,0.7500973,0.67815703,0.4775518,0.41839612,0.5115245,0.6145983,0.59059733,0.0,0.615,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,0.115,-0.155,0.155,0.5,-240.80109,224.51974,-3.825459,13.08449,22.356588,27.577242,20.51597,9.0512085,9.136781,6.925569,3.2591517,-4.4327207,-2.7459364,727.32697,146.06874,59.592197,35.9599,24.993309,32.91895,41.23334,20.227816,16.10692,13.804559,27.312492,24.761955,15.71538,778.8660201596940,1402.216916902670,21.886377579925500,1594.996675531920,0.015121135305851100,0.41676217,0.3770974,0.31809136,0.35853127,0.5542611,0.94417804,0.64339286,0.2968845,0.2315205,0.3055928,0.2864095,0.3334731,7.95208034850957,8.95208034850957
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(0.33, 0.446)","(-0.0, 0.615)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,11.7590590929871,13.5595580213097,-170.09578,203.14,-41.54451,34.458717,11.672307,23.24757,2.7888124,8.984983,5.7330656,0.4491728,7.9891763,6.137161,7.9461737,1882.9282,627.57513,578.68085,360.49088,67.34709,38.514927,83.13154,21.900902,57.12463,44.09927,43.80546,22.027025,20.392408,1507.22210282639,1969.77834590429,20.5889670941658,2981.27773668639,0.0341074565458579,0.23075753,0.25719473,0.2444647,0.30607206,0.4032782,0.53767806,0.7300084,0.7081074,0.5815361,0.63092047,0.3907338,0.2823455,0.33,0.446,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,-0.169,0.33,0.0,0.615,-250.16866,232.14182,-15.226538,3.6141324,24.573349,19.9843,18.945717,10.550876,7.5761538,2.7481055,3.157135,6.4373317,8.122267,1177.4806,217.5967,131.30376,39.184227,123.354095,21.380365,31.786097,29.681406,26.90813,20.631866,37.62134,16.177525,11.965306,926.1287598647870,1356.269094034660,21.65314686290990,1754.5711436170200,0.02506337267287230,0.22647618,0.21270518,0.1849228,0.1970476,0.35687625,0.9336458,0.6883627,0.6111206,0.4984279,0.41436356,0.46015838,0.3247212,10.7590590929871,11.7590590929871
_r2lvjm6vr,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_2.mp3,"(0.55, 0.366)","(0.33, 0.446)",Nathan_Johnson_-_Theme_From_Glass_Onion_Glass_Onion_sample_1.mp3,14.8,15.0,-204.70813,179.608,-92.18658,35.192467,-23.433342,16.310246,-23.188501,5.802532,-12.136097,-9.016993,-8.677338,-4.7582917,1.3443924,107.947495,33.91963,24.696266,22.30893,9.76136,22.134232,16.29033,32.795593,8.871763,28.393541,38.878525,19.116625,31.120316,2389.39855827534,2373.5915157392,20.9937980385096,4084.2927631579,0.0639905427631579,0.1409159,0.35114932,0.90416795,0.71664727,0.76776737,0.3225089,0.24845266,0.08293375,0.15411547,0.6027412,0.18636917,0.15693988,0.55,0.366,nathan_johnson___theme_from_glass_onion_glass_onion.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,-0.08,0.22,0.33,0.446,-189.18976,155.56189,-87.50567,29.167677,-8.070517,14.930854,-12.869355,1.9646863,-8.239784,-8.431616,-7.417066,-3.8047976,0.57439405,120.56832,45.48739,32.912,25.593937,32.43456,20.572021,25.361574,20.606129,18.918806,30.210566,41.573532,22.783278,20.92888,2555.2709141908100,2432.9559448419300,23.572462588887800,4384.557845744680,0.06886323969414890,0.17377724,0.11321335,0.08960738,0.1747417,0.5370052,0.8066304,0.55892175,0.22266585,0.11865774,0.11170626,0.06272512,0.12480816,13.8,14.8
_hkwu0v6ct,/audioFolder6//film-score-emotion-survey/audioFolder6/pas_de_deux_michael_abels_us_sample_2.mp3,"(-0.613, 0.253)","(0, 0)",Pas_De_Deux_Michael_Abels_Us_sample_1.mp3,0.735739282373072,0.935739282373072,-133.66075,244.08331,-53.17153,21.15815,-14.587467,2.9944813,-17.124437,1.8381231,-4.3443537,-9.091419,2.8510916,-6.3134136,0.617762,151.60136,706.19836,343.9228,166.8481,55.77619,39.503788,26.441885,24.112507,15.449032,3.2425737,18.548471,8.996524,13.242787,1383.68444931539,1810.79065800708,15.9236191577348,2356.689453125,0.0330674913194444,0.90187687,0.62693363,0.46389186,0.45150328,0.4495285,0.5664208,0.6682622,0.47758946,0.3970099,0.47437558,0.6208322,0.67862326,-0.613,0.253,pas_de_deux_michael_abels_us.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,0.253,-0.613,0.0,0.0,-125.1585,222.60684,-44.160194,47.009148,1.2090055,7.7529116,-9.157318,2.988577,2.3682761,-3.9630947,0.19981089,-3.3738995,-7.8459654,1112.0366,178.99669,97.185165,291.54013,40.902157,74.28731,40.422035,17.266497,26.225271,18.688194,11.055887,21.296299,35.485157,1354.830768386200,1867.858009223570,19.45520291006700,2773.0728149414100,0.02678680419921880,0.66177815,0.35894358,0.321659,0.27998996,0.45254508,0.46612388,0.29585096,0.25825986,0.29779902,0.5285358,0.8806348,0.65224236,0.0,0.735739282373072
_hkwu0v6ct,/audioFolder6//film-score-emotion-survey/audioFolder6/pas_de_deux_michael_abels_us_sample_2.mp3,"(-0.513, 0.071)","(-0.613, 0.253)",Pas_De_Deux_Michael_Abels_Us_sample_1.mp3,3.51179552494376,3.71179552494376,-118.004166,198.2793,-23.298016,33.288055,-6.672268,24.279385,-15.580643,7.5305862,-5.3943005,4.7930818,-6.085041,-0.5516479,0.3462289,299.472,309.2417,152.6518,118.14577,38.28325,59.669724,41.81899,47.561604,17.48493,23.159157,11.179623,15.773655,8.668023,1632.74848085539,2586.5620354592,17.7039230404985,3024.21875,0.0244411892361111,0.29933512,0.4802114,0.29555276,0.2329592,0.34338975,0.5421184,0.94621915,0.655424,0.31506383,0.29924464,0.38188893,0.28507063,-0.513,0.071,pas_de_deux_michael_abels_us.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,-0.182,0.1,-0.613,0.253,-108.86955,205.1685,-33.497204,41.35939,-9.299215,23.402792,-20.809626,13.334339,-4.1901836,6.923818,-1.2934244,3.3559108,-3.6753383,138.88406,90.20744,145.63773,52.207756,23.111574,44.496613,24.538181,28.744547,27.101904,19.783882,23.428213,18.707989,24.218067,1556.2506368774300,2326.26787491013,19.294732813781000,2926.0405441810300,0.031317349137931000,0.4202221,0.5764848,0.4090848,0.4127167,0.5231079,0.5630743,0.8218862,0.60577244,0.4318215,0.5200619,0.66014755,0.42752013,2.51179552494376,3.51179552494376
_hkwu0v6ct,/audioFolder6//film-score-emotion-survey/audioFolder6/pas_de_deux_michael_abels_us_sample_2.mp3,"(-0.633, 0.568)","(-0.513, 0.071)",Pas_De_Deux_Michael_Abels_Us_sample_1.mp3,9.62165446977971,9.8216544697797,-596.1511,233.19574,-18.571917,-30.711107,-25.140041,-9.93206,-42.017143,-29.70568,-22.06042,-18.7785,-5.7592945,-6.0151205,-3.3401074,624.6808,463.65833,144.93695,85.48489,50.812065,15.627499,67.66922,39.37235,9.236467,25.654694,37.06462,17.984064,27.53254,1189.62948796375,1719.61399139555,19.387770580639,1717.87109375,0.0316569010416666,0.33566043,0.31470108,0.17689282,0.091620386,0.15337412,0.20007664,0.2495717,0.8473551,0.8988459,0.274356,0.11972967,0.1699134,-0.633,0.568,pas_de_deux_michael_abels_us.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,0.497,-0.12,-0.513,0.071,-432.0705,217.48067,-40.916805,-29.558172,-10.2575245,-29.315674,-31.197863,-32.337406,-26.194496,-19.708412,-10.143055,-2.601821,-5.3346553,4561.2163,215.9266,712.7433,426.35452,23.10174,95.56347,46.712566,28.623209,58.064487,25.9501,35.07023,52.232533,41.39872,1239.9576037078000,1168.0501531134300,23.80607386861470,2124.3618669181000,0.0407574533045977,0.33476838,0.25011766,0.12774101,0.12293632,0.15517348,0.17233193,0.28519288,0.8436112,0.8424627,0.26350224,0.14412627,0.20411924,8.62165446977971,9.62165446977971
_hkwu0v6ct,/audioFolder6//film-score-emotion-survey/audioFolder6/pas_de_deux_michael_abels_us_sample_2.mp3,"(-0.713, 0.416)","(-0.633, 0.568)",Pas_De_Deux_Michael_Abels_Us_sample_1.mp3,13.4117951845223,13.6117951845223,-140.57388,204.14252,-24.938387,45.1082,-7.4872403,27.794294,-16.70166,15.8410015,1.4942873,10.113196,-4.25828,1.6492943,-0.9021369,113.37335,69.371376,21.745079,24.70356,15.604435,45.89069,20.279669,22.49823,29.15699,35.819317,15.486416,10.873613,35.878445,1391.23529880997,2316.43858563368,17.7414260965716,2583.984375,0.021484375,0.6257599,0.79714483,0.8525773,0.63542104,0.57079065,0.5603087,0.68953866,0.7143775,0.58397824,0.583231,0.6651491,0.676027,-0.713,0.416,pas_de_deux_michael_abels_us.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/vanmorrisonandthehealinghasbegunbelfastsample2mp3.mp3,-0.152,-0.08,-0.633,0.568,-272.16583,204.26242,-2.4604497,27.452137,0.3480621,12.604695,-4.7462497,-2.176271,4.0431857,1.843906,7.590034,0.022323718,-2.689346,3771.3074,291.6882,188.93993,203.77036,117.076965,72.030815,50.117165,79.34548,25.267996,28.134224,30.188017,19.038183,44.58129,1203.9376827741100,1945.1966316757600,21.77900240898970,2196.38671875,0.025912580818965500,0.8624577,0.689998,0.3192974,0.27326617,0.2962228,0.3545176,0.45492768,0.3980967,0.34171385,0.3286635,0.489434,0.4896431,12.4117951845223,13.4117951845223
_92wls1kek,/audioFolder6//film-score-emotion-survey/audioFolder6/mr_moustafa_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,"(0.849, -0.693)","(0, 0)",Mr._Moustafa_The_Grand_Budapest_Hotel_Alexandre_Desplat_sample_1.mp3,12.0921718969269,12.2921718969269,-181.73956,145.66505,-4.8372464,64.39213,-37.855614,13.361004,-23.552782,13.893059,-20.629002,0.46526468,-2.6473486,-5.542798,-1.5808934,839.2466,881.3641,84.86915,178.6188,88.08338,58.768055,71.27447,109.64512,53.774384,67.62833,18.516869,30.67611,23.72423,3150.18041414704,3771.76926774916,19.8391164723643,7079.35855263158,0.0609580592105263,0.18459427,0.15604258,0.12759191,0.20635791,0.41481656,0.24553387,0.53759295,0.9784562,0.31368938,0.09069404,0.10818449,0.17205554,0.849,-0.693,mr._moustafa_the_grand_budapest_hotel_alexandre_desplat.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,-0.693,0.849,0.0,0.0,-162.75096,162.25143,-8.113499,66.757835,-40.660503,13.310851,-29.2414,8.762238,-22.505735,-0.4635216,-3.5736055,-2.8518796,1.5096823,827.332,609.12335,71.4989,159.58429,205.13667,76.32941,65.94319,76.39537,109.04348,51.088963,30.366625,28.118177,24.843328,2693.195752468670,3495.8931897191600,22.507101198181700,6113.198138297870,0.0479502576462766,0.26773202,0.16221388,0.09779406,0.23897058,0.5381068,0.22700123,0.46590713,0.94199634,0.28914937,0.07052055,0.0707267,0.1691219,11.0921718969269,12.0921718969269
_92wls1kek,/audioFolder6//film-score-emotion-survey/audioFolder6/mr_moustafa_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,"(0.484, -0.393)","(0.849, -0.693)",Mr._Moustafa_The_Grand_Budapest_Hotel_Alexandre_Desplat_sample_1.mp3,6.8038851579925,7.0038851579925,-154.66704,172.07785,6.719924,57.520092,-25.674515,13.580398,-29.163256,10.9785595,-12.518661,-1.8227134,-6.9437585,2.8470938,-6.188491,195.42804,273.0768,64.871956,197.48558,64.91142,82.84289,58.19813,93.230286,89.74101,60.3245,13.373367,19.729856,42.692116,2069.64090708434,3367.67123263558,20.0118528921499,4593.75,0.0325349506578947,0.5015699,0.30433485,0.13884798,0.1683495,0.3309943,0.21999022,0.43964833,0.8892563,0.4021143,0.13598716,0.123144716,0.28570753,0.484,-0.393,mr._moustafa_the_grand_budapest_hotel_alexandre_desplat.mp3,/Users/rubycrocker/Desktop/fme_audio_mp3/familytripjungjaeilbrokersample2mp3.mp3,0.3,-0.365,0.849,-0.693,-188.60661,162.80972,-6.5753818,60.959324,-33.590878,11.740543,-26.59051,11.235442,-19.686398,1.0495404,-3.6100233,2.0361705,1.2728279,2090.048,343.43045,73.19155,144.68239,139.57506,120.732254,83.76726,91.8144,65.73233,93.4489,23.687588,36.81947,25.342854,2527.621665462640,3441.9369363393100,21.72130076826450,5803.523936170210,0.047674950132978700,0.5592164,0.39098024,0.19277437,0.2509918,0.6473055,0.33113435,0.27361348,0.67056483,0.29020965,0.08435811,0.09418117,0.27513164,5.8038851579925,6.8038851579925
