Filename,Start_Time,End_Time,Valence,Arousal,Filename_Key,Before Valence,Before Arousal,Audionames,Before_Chords,After_Chords,Chord_Type,Arousal_Category,Valence_Category
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_2.mp3,12.7606583573027,14.4455576861617,0.245,0.599,childish_gambino___redbone_get_out.mp3,0.845,0.089,childishgambinoredbonegetoutsample2mp3,"['N', 'N']","['N', 'Gm', 'N']",['Minor'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_2.mp3,0.0067555360325757,10.5970473568335,0.716,0.569,django_unchained_luis_bacalov_django.mp3,0.0,0.0,djangounchainedluisbacalovdjangosample2mp3,"['N', 'N']","['N', 'G', 'G7', 'Bb6', 'C', 'D', 'Dm', 'N']","['Major', 'Major', 'None', 'Major', 'Major', 'Minor']",Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_2.mp3,10.6010763869063,14.992614428342,0.916,0.906,django_unchained_luis_bacalov_django.mp3,0.716,0.569,djangounchainedluisbacalovdjangosample2mp3,"['N', 'Dm', 'N']","['N', 'Dm', 'N']",['Minor'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/closer_valentin_hadjadj_close_sample_1.mp3,9.75805664062501,12.187890625,-0.547,0.493,closer_valentin_hadjadj_close.mp3,0.556,0.54,closervalentinhadjadjclosesample1mp3,"['N', 'Cm', 'N']","['N', 'Cm', 'N']",['Minor'],Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/buckskin_stallion_blues__townes_van_zandt__three_billboards_outside_ebbing_missouri_sample_2.mp3,0.61331456673457,1.51722963048312,0.72,-0.547,buckskin_stallion_blues___townes_van_zandt___three_billboards_outside_ebbing_missouri.mp3,0.0,0.0,buckskinstallionbluestownesvanzandtthreebillboardsoutsideebbingmissourisample2mp3,"['N', 'N']","['N', 'Am', 'N']",['Minor'],Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/buckskin_stallion_blues__townes_van_zandt__three_billboards_outside_ebbing_missouri_sample_2.mp3,2.95547838394017,3.45426260221847,0.92,-0.187,buckskin_stallion_blues___townes_van_zandt___three_billboards_outside_ebbing_missouri.mp3,0.72,-0.547,buckskinstallionbluestownesvanzandtthreebillboardsoutsideebbingmissourisample2mp3,"['N', 'Em', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/buckskin_stallion_blues__townes_van_zandt__three_billboards_outside_ebbing_missouri_sample_2.mp3,7.84237153767726,9.45020205153742,0.74,0.008,buckskin_stallion_blues___townes_van_zandt___three_billboards_outside_ebbing_missouri.mp3,0.92,-0.187,buckskinstallionbluestownesvanzandtthreebillboardsoutsideebbingmissourisample2mp3,"['N', 'B', 'N']","['N', 'B', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bunsen_burner__ex_machinaanthony_william_tombling_cuts_sample_1.mp3,4.36218433729647,5.33055645743705,0.002,0.259,bunsen_burner___ex_machina_anthony_william_tombling_cuts.mp3,0.857,0.9,bunsenburnerexmachinaanthonywilliamtomblingcutssample1mp3,"['N', 'F', 'N']","['N', 'Fm6', 'N']",['None'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bunsen_burner__ex_machinaanthony_william_tombling_cuts_sample_1.mp3,6.62317679100739,7.50238106035831,0.167,0.259,bunsen_burner___ex_machina_anthony_william_tombling_cuts.mp3,0.002,0.259,bunsenburnerexmachinaanthonywilliamtomblingcutssample1mp3,"['N', 'F', 'N']","['N', 'F', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bunsen_burner__ex_machinaanthony_william_tombling_cuts_sample_1.mp3,9.21532091620777,10.1355103035733,-0.558,0.264,bunsen_burner___ex_machina_anthony_william_tombling_cuts.mp3,0.167,0.259,bunsenburnerexmachinaanthonywilliamtomblingcutssample1mp3,"['N', 'Cm7', 'N']","['N', 'C7', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bunsen_burner__ex_machinaanthony_william_tombling_cuts_sample_1.mp3,14.2214552128123,14.9977134564777,-0.183,-0.191,bunsen_burner___ex_machina_anthony_william_tombling_cuts.mp3,-0.558,0.264,bunsenburnerexmachinaanthonywilliamtomblingcutssample1mp3,"['N', 'Abmaj7', 'N']","['N', 'Abmaj7', 'N']",['Major'],Negative Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/daydream_believer_the_monkees_women_talking_sample_1.mp3,11.0062585034014,11.2062585034014,0.001,-0.16,daydream_believer_the_monkees_women_talking.mp3,-0.184,0.244,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'Gmaj7', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/daydream_believer_the_monkees_women_talking_sample_1.mp3,5.64244897959183,5.84244897959183,0.496,0.495,daydream_believer_the_monkees_women_talking.mp3,0.001,-0.16,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'A7', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_1.mp3,3.27111111111111,3.28244897959183,0.176,0.163,childish_gambino___redbone_get_out.mp3,0.357,0.767,childishgambinoredbonegetoutsample1mp3,"['N', 'Ebdim', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_1.mp3,6.01687074829932,6.21687074829932,0.191,0.002,childish_gambino___redbone_get_out.mp3,0.176,0.163,childishgambinoredbonegetoutsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_1.mp3,9.37795918367348,9.57795918367348,0.176,-0.177,childish_gambino___redbone_get_out.mp3,0.191,0.002,childishgambinoredbonegetoutsample1mp3,"['N', 'Bmaj7', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/closer_valentin_hadjadj_close_sample_2.mp3,7.31388951466118,14.8554373004755,0.517,0.475,closer_valentin_hadjadj_close.mp3,-0.547,0.493,closervalentinhadjadjclosesample2mp3,"['N', 'Gm', 'N']","['N', 'G', 'G7', 'N']","['Major', 'Major']",Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_2.mp3,0.0013040364583333,1.45857942708333,0.728,-0.341,childish_gambino___redbone_get_out.mp3,0.067,0.288,childishgambinoredbonegetoutsample2mp3,"['N', 'N']","['N', 'Dm', 'N']",['Minor'],Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/childish_gambino__redbone_get_out_sample_2.mp3,2.60519466145833,14.7200384114583,0.358,0.194,childish_gambino___redbone_get_out.mp3,0.728,-0.341,childishgambinoredbonegetoutsample2mp3,"['N', 'Ebm', 'N']","['N', 'D', 'Gm7', 'N']","['Major', 'Minor']",Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1.mp3,14.999977324263,15.199977324263,0.0,0.0,brothers_in_arms_mad_max_fury_road_junkie_xl.mp3,-0.558,0.727,brothersinarmsmadmaxfuryroadjunkiexlsample1mp3,"['N', 'C', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1.mp3,11.9760420505527,14.9969953413156,0.0,0.0,brothers_in_arms_mad_max_fury_road_junkie_xl.mp3,0.0,0.0,brothersinarmsmadmaxfuryroadjunkiexlsample1mp3,"['N', 'Cm', 'N']","['N', 'Cm', 'C', 'N']","['Minor', 'Major']",Neutral,Neutral
/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1.mp3,8.56425622288255,11.9446854287547,0.38,0.548,brothers_in_arms_mad_max_fury_road_junkie_xl.mp3,0.0,0.0,brothersinarmsmadmaxfuryroadjunkiexlsample1mp3,"['N', 'Cm', 'N']","['N', 'Cm', 'N']",['Minor'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1.mp3,11.8131802175993,12.227445938187,-0.076,0.511,brothers_in_arms_mad_max_fury_road_junkie_xl.mp3,0.38,0.548,brothersinarmsmadmaxfuryroadjunkiexlsample1mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1.mp3,3.61957590022772,3.81957590022772,0.094,0.451,brothers_in_arms_mad_max_fury_road_junkie_xl.mp3,-0.076,0.511,brothersinarmsmadmaxfuryroadjunkiexlsample1mp3,"['N', 'Cm', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/buckskin_stallion_blues__townes_van_zandt__three_billboards_outside_ebbing_missouri_sample_1.mp3,4.72000000000001,4.92000000000001,0.502,-0.649,buckskin_stallion_blues___townes_van_zandt___three_billboards_outside_ebbing_missouri.mp3,0.74,0.008,buckskinstallionbluestownesvanzandtthreebillboardsoutsideebbingmissourisample1mp3,"['N', 'B', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/calling_the_whipper_in_jonny_greenwood_spencer_sample_2.mp3,4.25943310657596,8.59693310657597,0.0,0.0,calling_the_whipper_in_jonny_greenwood_spencer.mp3,-0.69,0.257,callingthewhipperinjonnygreenwoodspencersample2mp3,"['N', 'N']","['N', 'N']",None,Neutral,Neutral
/audioFolder2//film-score-emotion-survey/audioFolder2/calling_the_whipper_in_jonny_greenwood_spencer_sample_2.mp3,14.4436621315193,14.9936621315193,-0.555,0.911,calling_the_whipper_in_jonny_greenwood_spencer.mp3,0.0,0.0,callingthewhipperinjonnygreenwoodspencersample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,14.8,15.0,0.881,0.455,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.0,0.0,dickonhinchliffeledathelostdaughtersample1mp3,"['N', 'B7', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,9.4011467304255,11.6194023383396,-0.92,0.367,detach_hans_zimmer_interstellar.mp3,-0.726,0.529,detachhanszimmerinterstellarsample2mp3,"['N', 'N']","['N', 'Cm7', 'N']",['Minor'],Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_2.mp3,3.75435559312481,4.25866666666665,-0.318,0.527,bundle_of_joy___michael_giancchio_inside_out.mp3,0.575,-0.394,bundleofjoymichaelgiancchioinsideoutsample2mp3,"['N', 'Am', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_2.mp3,9.32410932657088,9.94253705269091,0.113,0.597,bundle_of_joy___michael_giancchio_inside_out.mp3,-0.318,0.527,bundleofjoymichaelgiancchioinsideoutsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_2.mp3,13.0060839673147,13.4216376444069,0.627,0.347,bundle_of_joy___michael_giancchio_inside_out.mp3,0.113,0.597,bundleofjoymichaelgiancchioinsideoutsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/bundle_of_joy__michael_giancchio_inside_out_sample_2.mp3,7.77989743589743,8.01793632009016,0.073,0.257,bundle_of_joy___michael_giancchio_inside_out.mp3,0.627,0.347,bundleofjoymichaelgiancchioinsideoutsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,12.0724166666667,12.5129229957806,-0.185,-0.175,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.36,0.792,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,0.987893459915618,1.33979219409283,-0.18,0.54,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.185,-0.175,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Detach_Hans_Zimmer_interstellar_sample_1.mp3,0.0050876047218768,5.14595178404646,-0.904,0.61,detach_hans_zimmer_interstellar.mp3,-0.92,0.367,detachhanszimmerinterstellarsample1mp3,"['N', 'N']","['N', 'Cmaj7', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Detach_Hans_Zimmer_interstellar_sample_1.mp3,5.30264312616849,9.19767335769778,-0.549,-0.91,detach_hans_zimmer_interstellar.mp3,-0.904,0.61,detachhanszimmerinterstellarsample1mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Detach_Hans_Zimmer_interstellar_sample_1.mp3,11.1068210930835,14.8036504692818,0.551,-0.46,detach_hans_zimmer_interstellar.mp3,-0.549,-0.91,detachhanszimmerinterstellarsample1mp3,"['N', 'Cmaj7', 'N']","['N', 'Cmaj7', 'N']",['Major'],Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0020600718060611,2.70713098802974,0.55,-0.366,django_unchained_luis_bacalov_django.mp3,-0.183,-0.191,djangounchainedluisbacalovdjangosample1mp3,"['N', 'N']","['N', 'F6', 'N']",['Major'],Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0,8.1817438117567,-0.195,0.54,django_unchained_luis_bacalov_django.mp3,0.55,-0.366,djangounchainedluisbacalovdjangosample1mp3,"['N', 'N']","['N', 'F', 'Bb', 'N']","['Major', 'Major']",Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0,10.7882349868846,0.55,0.534,django_unchained_luis_bacalov_django.mp3,-0.195,0.54,djangounchainedluisbacalovdjangosample1mp3,"['N', 'N']","['N', 'F', 'Bb', 'Faug', 'N']","['Major', 'Major', 'Augmented']",Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,5.38816666666667,5.58816666666667,-0.53,0.233,detach_hans_zimmer_interstellar.mp3,0.551,-0.46,detachhanszimmerinterstellarsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,9.5535,9.7535,-0.62,0.683,detach_hans_zimmer_interstellar.mp3,-0.53,0.233,detachhanszimmerinterstellarsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,0.0,0.2,0.037,-0.402,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.881,0.455,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,2.8294921875,3.0294921875,0.107,-0.172,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.037,-0.402,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'E/B', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,6.2294921875,6.4294921875,0.182,-0.517,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.107,-0.172,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'Em', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,8.7919921875,8.9919921875,0.437,-0.192,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.182,-0.517,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'Em', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,11.4169921875,11.6169921875,0.342,-0.387,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.437,-0.192,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'D6', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Octopus_The_Lost_Daughter_sample_2.mp3,14.2044921875,14.4044921875,0.542,-0.392,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.342,-0.387,dickonhinchliffeledathelostdaughtersample2mp3,"['N', 'Em7', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Daydream_Believer_The_Monkees_Women_Talking_sample_1.mp3,5.29219240620062,6.13979300703863,0.54,0.184,daydream_believer_the_monkees_women_talking.mp3,0.0,0.0,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'A7', 'N']","['N', 'Gdim', 'N']",['Diminished'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Daydream_Believer_The_Monkees_Women_Talking_sample_1.mp3,14.8,15.0,0.19,0.014,daydream_believer_the_monkees_women_talking.mp3,0.54,0.184,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Daydream_Believer_The_Monkees_Women_Talking_sample_1.mp3,2.22966355330179,3.83034740182737,0.55,0.354,daydream_believer_the_monkees_women_talking.mp3,0.19,0.014,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'N']","['N', 'Amaj7', 'N']",['Major'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Daydream_Believer_The_Monkees_Women_Talking_sample_1.mp3,10.8546828596777,11.5485954219356,0.37,0.179,daydream_believer_the_monkees_women_talking.mp3,0.55,0.354,daydreambelieverthemonkeeswomentalkingsample1mp3,"['N', 'Bm', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,2.46133333333336,2.66133333333336,0.673,0.349,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.542,-0.392,dickonhinchliffeoctopusthelostdaughtersample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,14.8,15.0,0.208,-0.476,dickon_hinchliffe___octopus_the_lost_daughter.mp3,0.673,0.349,dickonhinchliffeoctopusthelostdaughtersample1mp3,"['N', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,1.07392290249433,1.27392290249433,0.599,-0.414,death_shall_have_no_dominion_cliffmartinez_solaris.mp3,0.942,0.871,deathshallhavenodominioncliffmartinezsolarissample2mp3,"['N', 'Eb', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,6.82666666666667,7.02666666666667,0.499,0.846,death_shall_have_no_dominion_cliffmartinez_solaris.mp3,0.599,-0.414,deathshallhavenodominioncliffmartinezsolarissample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,12.856325211463,13.056325211463,-0.326,0.276,death_shall_have_no_dominion_cliffmartinez_solaris.mp3,0.499,0.846,deathshallhavenodominioncliffmartinezsolarissample2mp3,"['N', 'Dm', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/c90__soundtree__under_the_skin_sample_2.mp3,2.02573210763595,2.22573210763595,-0.604,0.806,c90___soundtree__under_the_skin.mp3,-0.036,0.034,c90soundtreeundertheskinsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/c90__soundtree__under_the_skin_sample_2.mp3,6.79192202028741,6.99192202028741,-0.854,0.806,c90___soundtree__under_the_skin.mp3,-0.604,0.806,c90soundtreeundertheskinsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Childish_Gambino_-_Redbone_Get_Out_sample_2.mp3,7.68693959824842,7.88693959824842,0.325,-0.192,childish_gambino___redbone_get_out.mp3,0.555,0.531,childishgambinoredbonegetoutsample2mp3,"['N', 'D', 'N']","['N', 'N']",None,Negative Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/conciliation_ii_parasite_jung_jaeil_sample_1.mp3,13.6728801424051,14.072,0.541,0.801,conciliation_ii_parasite_jung_jaeil.mp3,0.0,0.0,conciliationiiparasitejungjaeilsample1mp3,"['N', 'Ab', 'N']","['N', 'N']",None,Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/conciliation_ii_parasite_jung_jaeil_sample_1.mp3,4.56279575421941,4.91296387130802,-0.719,0.356,conciliation_ii_parasite_jung_jaeil.mp3,0.541,0.801,conciliationiiparasitejungjaeilsample1mp3,"['N', 'Gm', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/conciliation_ii_parasite_jung_jaeil_sample_1.mp3,9.23364003164558,9.43364003164558,-0.724,-0.184,conciliation_ii_parasite_jung_jaeil.mp3,-0.719,0.356,conciliationiiparasitejungjaeilsample1mp3,"['N', 'Gm', 'N']","['N', 'N']",None,Negative Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,2.2,2.4,-0.643,0.631,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.18,0.54,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,2.88149134227957,5.71200000000001,-0.838,0.632,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.643,0.631,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,11.4932756383882,11.8602923796591,-0.968,0.856,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.838,0.632,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/Caravan_Duke_Ellington:Juan_Tizol:John_Wasson_Whiplash_sample_1.mp3,13.8726401023669,14.0726401023669,-0.823,0.256,caravan_duke_ellingtonjuan_tizoljohn_wasson_whiplash.mp3,-0.968,0.856,caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,9.53356254334578,14.9748970768345,-0.472,0.093,canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat.mp3,0.176,-0.177,cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3,"['N', 'N']","['N', 'N']",None,Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,0.0424973070282872,6.40460682612994,0.168,0.408,canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat.mp3,-0.472,0.093,cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3,"['N', 'N']","['N', 'F', 'Bbm', 'N']","['Major', 'Minor']",Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,6.48792220631852,9.40774985612891,0.018,0.388,canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat.mp3,0.168,0.408,cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3,"['N', 'Bbm', 'N']","['N', 'Gm7b5', 'N']",['Minor'],Positive Arousal,Positive Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,0.19442246835443,1.24252373417722,-0.131,0.148,canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat.mp3,0.0,0.0,cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3,"['N', 'N']","['N', 'F', 'N']",['Major'],Positive Arousal,Negative Valence
/audioFolder2//film-score-emotion-survey/audioFolder2/canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat_sample_2.mp3,1.13430432489451,2.65076002109705,-0.176,0.573,canto_at_gabelmeisters_peak_the_grand_budapest_hotel_alexandre_desplat.mp3,-0.131,0.148,cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3,"['N', 'F', 'N']","['N', 'Bbm', 'N']",['Minor'],Positive Arousal,Negative Valence
