participant_id,sample_id,emotion_sentence,all_timestamps,all_valence_values,all_arousal_values,emotion_sentence_clean,familiarity_rating,film,composer,song_name,year,soundtrack,director,genre,ISRC
_9j47al7db,/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1,"Exotic, foreign charm, dark and afraid.","[10.2661401098901, 4.35743343195266]","[-0.799, -0.184]","[-0.816, -0.456]",exotic foreign charm dark afraid,never-heard-this,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003
_9j47al7db,/audioFolder6//film-score-emotion-survey/audioFolder6/pawel_mykietynlove_story_eo_sample_2," A sense of sacred religion, slightly eerie, feels time passes by.","[0.330159481544088, 2.792, 12.6213333333333]","[0.701, -0.479, 0.696]","[-0.096, -0.316, 0.204]",sense sacred religion slightly eerie feels time passes,familiar-feeling-not-familiar,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Drama,USQX92204436
_9j47al7db,/audioFolder7//film-score-emotion-survey/audioFolder7/speak_up_hildur_gudnadottir_women_talking_sample_2,"
Psychedelic, as time passes by.",[11.9493333333333],[0.131],[0.129],psychedelic time passes,familiar-feeling-not-familiar,Women Talking,Hildur Guðnadóttir,Speak Up,2022,0,Sarah Polley,Drama,GBUM72205375
_9j47al7db,/audioFolder8//film-score-emotion-survey/audioFolder8/start_a_war__the_national_warrior_sample_2,"
More positive energy.",[3.54141899126515],[0.716],[0.566],positive energy,familiar,Warrior,The National/Matthew Berninger/Aaron Dessner,Start A War,2011,1,Gavin O'Connor,Action Drama Sport,GBAZP0700010
_9j47al7db,/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1,soft and easy,[4.70933333333333],[0.241],[-0.776],soft easy,familiar,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001
_9j47al7db,25_years_jonny_greenwood_the_power_of_the_dog_sample_1,"A dark and eerie cave, where something ominous is about to happen, turns into tension, but suddenly breaks into a vibrant and mysterious world.","[8.26909868977177, 12.7081519442096, 2.23993554522401]","[-0.484, 0.196, -0.094]","[-0.881, 0.764, -0.264]",dark eerie cave ominous happen turns tension suddenly breaks vibrant mysterious world,never-heard-this,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Drama Western,QZ8BZ2100867
_9w25vtbrx,/audioFolder10//film-score-emotion-survey/audioFolder10/sparkleyournameradwimps_sample_1,"tension building in the first half of the song, followed by a happy release","[3.74433333333333, 11.563]","[0.315, 0.21]","[0.163, -0.237]",tension building half song followed happy release,never-heard-this,Your Name.,Radwimps,Sparkle,2016,1,Makoto Shinkai,Animation Drama Fantasy,FR9W11818769
_9w25vtbrx,/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2," Uncomfortable, with a feeling of impending doom","[5.38816666666667, 9.5535]","[-0.53, -0.62]","[0.233, 0.683]",uncomfortable feeling impending doom,never-heard-this,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786
_9w25vtbrx,/audioFolder3//film-score-emotion-survey/audioFolder3/drive_after_the_chase_cliff_martinez_sample_1,"Ominous, but with some tension release at the end","[4.85333333333333, 13.4223333333333]","[-0.355, 0.33]","[-0.147, 0.093]",ominous tension release end,never-heard-this,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213
_9w25vtbrx,/audioFolder4//film-score-emotion-survey/audioFolder4/jim_crow_the_help_thomas_newman_sample_2,"Sad but compelling, resembling crossing a blizzard alone, but sure that I'll make it.",[4.55466666666667],[-0.635],[0.283],sad compelling resembling crossing blizzard sure ill make,never-heard-this,The Help,Thomas Newman,Jim Crow,2011,0,Tate Taylor,Drama,US3M51111407
_9w25vtbrx,/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1,Overall feeling of positive confidence throughout,"[2.07016666666667, 10.292823425293]","[0.355, 0.6]","[0.468, 0.323]",overall feeling positive confidence,never-heard-this,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011
_9w25vtbrx,/audioFolder6//film-score-emotion-survey/audioFolder6/pawel_mykietynlove_story_eo_sample_2,"Very mysterious track, dreamy, as if floating with no destination","[3.05966666666667, 12.3388333333333]","[-0.54, -0.17]","[-0.537, -0.172]",mysterious track dreamy floating destination,never-heard-this,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Drama,USQX92204436
_9w25vtbrx,/audioFolder7//film-score-emotion-survey/audioFolder7/rubys_theme_marius_de_vries_coda_sample_1,"Felt very relaxed, but nostalgic and a tendency for sadness","[2.0115236714681, 4.86965857950847, 11.2035064697266]","[0.11, 0.245, -0.17]","[-0.462, -0.062, -0.237]",felt relaxed nostalgic tendency sadness,never-heard-this,Coda,Marius de Vries,Ruby's Theme,2021,0,Sian Heder,Horror Mystery Thriller,USUG12103743
_9w25vtbrx,/audioFolder8//film-score-emotion-survey/audioFolder8/tape_cul_jeanbenoit_dunckel_summer_of_85_sample_1,"Overall feeling of sadness until the second marker, which breaks the sadness into some sort of hope","[4.63, 8.5018588663737]","[-0.185, -0.655]","[-0.447, -0.257]",overall feeling sadness second marker breaks sadness sort hope,never-heard-this,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Drama Romance,FR9W12014900
_9w25vtbrx,/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1,"Felt very bold until the second marker, which gives me a sense of resolution - can think of it as ""I'm about to commit some bold act"" (first maker) followed by ""that act was committed""","[3.18616666666667, 6.22088145955404]","[-0.005, 0.33]","[0.593, 0.323]",felt bold second marker gives sense resolution think im commit bold act maker followed act committed,never-heard-this,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713
_9w25vtbrx,arrival_heptapod_b_johannjohannsson_sample_1,"Overall excitement, a sense of positive tension building","[5.10983333333333, 12.0431666666667]","[0.31, 0.245]","[0.293, 0.193]",overall excitement sense positive tension building,never-heard-this,Arrival,Jóhann Jóhannsson,Heptapod B,2016,0,Denis Villeneuve,Drama Mystery Sci-Fi,DEN961630802
_afqhhj8is,/audioFolder2//film-score-emotion-survey/audioFolder2/brothers_in_arms_mad_max_fury_road_junkie_xl_sample_1,.,"[0.0348748717425815, 13.0970995607822]","[-0.188, -0.558]","[0.735, 0.727]",,never-heard-this,Mad Max: Fury Road,Tom Holkenborg - Junkie XL,Brothers In Arms,2015,0,George Miller,Action Adventure Sci-Fi,USNLR1500107
_afqhhj8is,/audioFolder3//film-score-emotion-survey/audioFolder3/emile_mosseri__bigcountry_minari_sample_2,"calm, maybe a tiny bit nostalgic, but the excerpt is short to tell. ","[1.94982237469888, 14.1750501419165]","[0.177, 0.177]","[0.01, 0.0]",calm maybe tiny bit nostalgic excerpt short tell,never-heard-this,Minari,Emile Mosseri,Big Country,2020,0,Lee Isaac Chung,Drama,USQX92005303
_afqhhj8is,/audioFolder4//film-score-emotion-survey/audioFolder4/in_motion__trentreznor_and_atticusross_the_social_network_sample_1,this one was a bit boring,[0.0221931001998245],[0.172],[0.357],bit boring,never-heard-this,The Social Network,"Trent Reznor, Atticus Ross",In Motion,2010,0,David Fincher,Horror Mystery Thriller,TCAAR1068149
_afqhhj8is,/audioFolder5//film-score-emotion-survey/audioFolder5/main_theme_terence_blanchard_blackkklansman_sample_1,"I like the tension appearing in the strings at the second marker, and the contrast with the neutral pace guitar/bass/drum",[0.0],[-0.558],[0.181],like tension appearing strings second marker contrast neutral pace guitarbassdrum,never-heard-this,Raw,Jim Williams,Main Theme,2016,0,Julia Ducournau,Biography Crime Comedy,USQ4E1803851
_afqhhj8is,across_the_ocean_thomas_newman_elemental_sample_2,"gentle and positive, made me think of the video game Legend of Mana",[0.998689508992106],[0.727],[0.366],gentle positive think video game legend mana,never-heard-this,Elemental,Thomas Newman,Across The Ocean,2023,0,Peter Sohn,Animation Adventure Comedy,USWD12327211
_aitz8t13k,/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2,Feels quite relaxing. I feel like I'm with American Indians (before America has been substanitially colonised by Europeans). Or else I feel like I'm in nature.,"[0.503355704697987, 4.42953020134228, 6.88338926174497, 14.5355757130873]","[0.265, 0.535, 0.09, -0.005]","[-0.546, -0.336, -0.341, -0.536]",feels quite relaxing feel like im american indians america substanitially colonised europeans feel like im nature,familiar-feeling-not-familiar,The Gravedigger's Wife,Andre Matthias,Walking Home,2021,0,Khadar Ayderus Ahmed,Drama,GBMEZ2152245
_aitz8t13k,/audioFolder2//film-score-emotion-survey/audioFolder2/christ_in_the_mountains_mychael_danna_life_of_pi_sample_1,Felt like starting at home and then going out and discovering something - a bit mystical again. Feels like someone is exploring the upper floors of an abandoned cobwebbed house.,"[0.0001817673378109, 3.54865771812081, 10.4697986577181]","[0.445, 0.16, 0.0]","[-0.436, 0.124, 0.374]",felt like starting home going discovering bit mystical feels like exploring upper floors abandoned cobwebbed house,not-sure,Life of Pi,Mychael Danna,Christ in the Mountains,2013,0,Ang Lee,Adventure Drama Fantasy,USSM11206125
_aitz8t13k,/audioFolder3//film-score-emotion-survey/audioFolder3/drum__drone_whiplash_justin_hurwitz_sample_1,Felt the same the whole way through the piece. Not a particularly interesting piece of music to me.,[0.213926174496644],[0.21],[0.309],felt way piece particularly interesting piece music,not-sure,Whiplash,Justin Hurwitz,Drum & Drone,2014,0,Damien Chazelle,Drama Music,US3M51428613
_aitz8t13k,/audioFolder4//film-score-emotion-survey/audioFolder4/jim_crow_the_help_thomas_newman_sample_2,"I felt a slight relief at the point where I placed the marker. Overall, the piece made me feel like I'm on a journey but I'm not that excited by the destination.",[7.27348993288591],[0.0],[-0.281],felt slight relief point placed marker overall piece feel like im journey im excited destination,never-heard-this,The Help,Thomas Newman,Jim Crow,2011,0,Tate Taylor,Drama,US3M51111407
_aitz8t13k,/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2,The whole piece felt like there was rising dread.,"[3.66191275167785, 10.6963087248322]","[-0.53, -0.665]","[0.614, 0.289]",piece felt like rising dread,familiar,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003
_aitz8t13k,/audioFolder6//film-score-emotion-survey/audioFolder6/parallel_mothers_sesion_de_fotos__alberto_iglesias_madres_paralelas_sample_1,"I don't know really. Doesn't make me feel happy or sad really. Feels quite mysterious again. At the second marker, I like the little electronic blips, makes it feel a like more excited. ","[2.0008389261745, 0.113255033557047, 8.97231543624161, 13.9807046979866]","[-0.01, -0.215, -0.21, -0.39]","[0.269, 0.004, 0.194, 0.009]",dont know really doesnt make feel happy sad really feels quite mysterious second marker like little electronic blips makes feel like excited,never-heard-this,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100001
_aitz8t13k,/audioFolder7//film-score-emotion-survey/audioFolder7/souleimans_theme_fatima_al_qadiri_atlantics_sample_1,Feels like someone is cracking the case on some kind of conspiracy. The conspiracy is dark but its exciting because they are cracking the case.,"[1.10738255033557, 7.96560402684564, 11.1744966442953, 14.3160457739094]","[-0.26, 0.17, -0.405, -0.605]","[0.594, 0.384, 0.314, 0.409]",feels like cracking case kind conspiracy conspiracy dark exciting cracking case,never-heard-this,Atlantics,Fatima Al Qadiri,Souleiman's Theme,2019,0,Mati Diop,Animation Adventure Comedy,FRZ811908001
_aitz8t13k,/audioFolder8//film-score-emotion-survey/audioFolder8/the_artist_main_theme__georgevalentin__ludovicbource_sample_2,The music feels quite happy but also with an undercurrent of maybe a bit of naughtiness.,"[0.100671140939597, 1.00671140939597, 3.39765100671141, 5.02097315436242]","[0.47, 0.48, 0.22, 0.715]","[0.524, -0.156, 0.089, 0.274]",music feels quite happy undercurrent maybe bit naughtiness,not-sure,Raw,Jim Williams,Main Theme,2016,0,Julia Ducournau,Drama,GBZTD1300298
_aitz8t13k,/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,"[0.0377516778523489, 1.71140939597315, 3.18372483221477, 5.02097315436242, 6.64429530201342]","[0.01, -0.315, 0.305, -0.335, 0.495]","[0.909, 0.679, 0.819, 0.939, 0.859]",feels like piece oscillating dread excitement like fight scene riding dragon,not-sure,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713
_aitz8t13k,allquietonthewesternfront_mainthemesongvolkerbertelmann_sample_1,A mix of trepadition and curiosity - it felt spooky-mysterious. ,"[0.232206646742169, 2.6183938583613, 8.27486562325224, 12.2538603712248]","[-0.45, 0.055, -0.425, -0.08]","[0.244, 0.249, -0.441, -0.141]",mix trepadition curiosity felt spookymysterious,never-heard-this,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Action Drama War,DKI4A1202001
_awgetcubd,/audioFolder2//film-score-emotion-survey/audioFolder2/Dickon_Hinchliffe_-_Leda_The_Lost_Daughter_sample_1,"I didn't really feel strongly about anything when listening to this but I guess the first marker kind of evoked the sense of something reaching a peak and then slumping back into the mundane/ everyday, where you are just back to square one and things just continute as normal ",[4.24400185577943],[0.177],[0.18],didnt really feel strongly listening guess marker kind evoked sense reaching peak slumping mundane everyday just square things just continute normal,never-heard-this,The Lost Daughter,Dickon Hinchliffe,Leda,2021,0,Maggie Gyllenhaal,Drama,QA8BZ2100956
_awgetcubd,/audioFolder3//film-score-emotion-survey/audioFolder3/Free_Haircut_Marco_Beltrami_Free_Solo_sample_1,"The excerpt felt slightly melancholy but the marker indicates a slight feeling of silliness, like the melancholy isn't as bad as it seemed - things will pick up",[11.0361545599152],[0.367],[-0.375],excerpt felt slightly melancholy marker indicates slight feeling silliness like melancholy isnt bad things pick,not-sure,Free Solo,Marco Beltrami,Free Haircut,2018,0,"Jimmy Chin, Elizabeth Chai Vasarhelyi",Documentary Adventure Sport,QMQXU1800024
_awgetcubd,/audioFolder4//film-score-emotion-survey/audioFolder4/Hungry_Spirit_Cornel_Wilczek_Thomas_E_Rouch_Talk_To_Me_sample_2,"The first marker indicated a sense of fear and immediate danger, but the second marker indicated this danger moving away ","[11.6915098091199, 4.69257025450689]","[-0.533, -0.913]","[-0.528, 0.172]",marker indicated sense fear immediate danger second marker indicated danger moving away,never-heard-this,Talk To Me,"Cornel Wilczek, Thomas E Rouch",Hungry Spirit,2022,0,"Danny Philippou, Michael Philippou",Horror Thriller,QMB622321007
_awgetcubd,a_story_about_letters_alfonso_g_aguilar_klaus_sample_2,"It felt somewhat positive but the first marker indicated a slight sense of uneasiness, but the second marker indicated an alleviation of this feeling ","[6.07963282078473, 13.9041701131142]","[-0.188, -0.008]","[0.186, 0.361]",felt somewhat positive marker indicated slight sense uneasiness second marker indicated alleviation feeling,familiar-feeling-not-familiar,Klaus,Alfonso G. Aguilar,A Story About Letters,2019,0,"Sergio Pablos, Carlos Martínez López",Animation Adventure Comedy,QZ8BZ1900699
_b8vl4l7fq,/audioFolder2//film-score-emotion-survey/audioFolder2/closer_valentin_hadjadj_close_sample_1,"The music sounds like sand falling through hands, constantly catching itself and falling back down in a hypnotic swinging way
It feels quite nauseatic beacuse of this, but from the 2nd marker the sounds feels like its given slightly more width offering some breath into the music. 
A feeling of relief in a way","[4.26823212788004, 9.6848676362308]","[0.006, 0.556]","[0.377, 0.54]",music sounds like sand falling hands constantly catching falling hypnotic swinging way feels quite nauseatic beacuse nd marker sounds feels like given slightly width offering breath music feeling relief way,never-heard-this,Close,Valentin Hadjadj,Closer,2022,0,Lukas Dhont,Drama,FR9W12240404
_bwzbudqq0,/audioFolder2//film-score-emotion-survey/audioFolder2/christ_in_the_mountains_mychael_danna_life_of_pi_sample_1,Peaceful and maybe outdoorsy.... at my marker on waveform it turned a little more fanciful.,[13.1706666666667],[0.457],[-0.651],peaceful maybe outdoorsy marker waveform turned little fanciful,familiar-feeling-not-familiar,Life of Pi,Mychael Danna,Christ in the Mountains,2013,0,Ang Lee,Adventure Drama Fantasy,USSM11206125
_bwzbudqq0,/audioFolder3//film-score-emotion-survey/audioFolder3/final_ascent_hans_zimmer_no_time_to_die_sample_2,Overall a serious feeling... my dots are not changes in mood but markers of successive waves of the prevailing mood.,"[3.65066666666667, 10.8293333333333]","[0.0, -0.528]","[0.0, -0.276]",overall feeling dots changes mood markers successive waves prevailing mood,familiar-feeling-not-familiar,No Time to Die,Hans Zimmer,Final Ascent,2021,0,Cary Joji Fukunaga,Action Adventure Thriller,GBUM72108080
_bwzbudqq0,/audioFolder6//film-score-emotion-survey/audioFolder6/mother_cornel_wilczek_talk_to_me_sample_2,"Again, gradual changes of a mood, not abrupt changes, the mood is somewhat scary, maybe painful","[2.68, 8.77066666666667, 13.96]","[0.0, 0.0, -0.703]","[0.0, 0.0, 0.289]",gradual changes mood abrupt changes mood somewhat scary maybe painful,familiar-feeling-not-familiar,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama Sci-Fi Romance,QMB622321001
_bwzbudqq0,/audioFolder7//film-score-emotion-survey/audioFolder7/real_gone_kid__deacon_blue_aftersun_sample_1,"more upbeat and reflecting current culture, markers just show places where vocals add accent and finally where lyrics start.","[2.488, 5.648, 13.08]","[0.0, 0.0, 0.412]","[0.0, 0.0, 0.524]",upbeat reflecting current culture markers just places vocals add accent finally lyrics start,familiar-feeling-not-familiar,Aftersun,Ricky Ross/Deacon Blue,Real Gone Kid,2022,1,Charlotte Wells,Drama,GBBBN8800009
_bwzbudqq0,/audioFolder8//film-score-emotion-survey/audioFolder8/the_candlelight_vigil__johann_johannssonprisoners_sample_2,An ongoing event is unfolding... markers are changes of the bass line showing the advance of whatever is going on.,"[4.248, 7.928, 11.4293333333333, 14.8]","[0.0, 0.0, 0.0, 0.007]","[0.0, 0.0, 0.0, -0.276]",ongoing event unfolding markers changes bass line showing advance going,familiar-feeling-not-familiar,Prisoners,Jóhann Jóhannsson,The Candlelight Vigil,2013,0,Denis Villeneuve,Crime Drama Mystery,US3M51536910
_bwzbudqq0,/audioFolder9//film-score-emotion-survey/audioFolder9/the_rubberband_man_the_spinners_avengers_infinity_sample_1,"Upbeat pop music style... maybe for a night out scene... or lively daytime adventure.

markers just to be able to have a dot... markers are for main text... rubberband man","[2.69066666666667, 14.472]","[0.0, 0.017]","[0.0, 0.759]",upbeat pop music style maybe night scene lively daytime adventure markers just able dot markers main text rubberband man,not-sure,Avengers: Infinity War,The Spinners / Thomas Bell and Linda Creed,The Rubberband Man,2018,1,"Anthony Russo, Joe Russo",Action Adventure Sci-Fi,USAT20612256
_bwzbudqq0,beyond_the_black_rainbow_sinoia_caves__forever_dilating_eye_sample_2,"A little like James Bond ... so an action, detective/spy story... a little more tension at the place I marked a dot on the waveform. ",[10.3893333333333],[0.097],[0.359],little like james bond action detectivespy story little tension place marked dot waveform,familiar-feeling-not-familiar,Beyond the Black Rainbow,Sinoia Caves,Forever Dialating Eye,2010,0,Panos Cosmatos,Horror Mystery Sci-Fi,US38Y1425304
_c0ghyfm7p,/audioFolder10//film-score-emotion-survey/audioFolder10/walter_time_theodore_shapiro_jose_gonzalez_mark_graham_the_secret_life_of_walter_mitty_sample_2,"Calm, relaxed but stressed out at the end","[14.8, 0.0, 7.78666666666667]","[0.558, 0.868, -0.357]","[-0.084, -0.159, -0.169]",calm relaxed stressed end,familiar-feeling-not-familiar,The Secret Life of Walter Mitty,"Theodore Shapiro, José González, Mark Graham",Walter Time,2013,0,Ben Stiller,Drama,USSM11307318
_c0ghyfm7p,/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1,Relaxed but happy,[0.0],[0.883],[0.126],relaxed happy,familiar-feeling-not-familiar,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961
_c0ghyfm7p,/audioFolder3//film-score-emotion-survey/audioFolder3/free_haircut_marco_beltrami_free_solo_sample_2,Melancholic,"[0.0, 10.0586666666667, 3.18433333333334]","[-0.192, -0.037, -0.392]","[-0.259, -0.169, -0.364]",melancholic,familiar-feeling-not-familiar,Free Solo,Marco Beltrami,Free Haircut,2018,0,"Jimmy Chin, Elizabeth Chai Vasarhelyi",Documentary Adventure Sport,QMQXU1800024
_c0ghyfm7p,/audioFolder4//film-score-emotion-survey/audioFolder4/im_with_you_to_the_end_steven_price_last_night_in_soho_sample_2,"Panic, Scared","[0.909333333333333, 2.71816666666666, 10.2558333333333]","[-0.497, -0.562, -0.747]","[0.421, 0.296, 0.501]",panic scared,familiar,Last Night in Soho,Steven Price,I'm With You To The End,2021,0,Edgar Wright,Drama Horror Mystery,USQ4E2100822
_c0ghyfm7p,/audioFolder6//film-score-emotion-survey/audioFolder6/nathan_johnson__theme_from_glass_onion_glass_onion_sample_1,"Curious, funny","[2.60883333333333, 7.92795052083334]","[0.378, 0.748]","[0.321, 0.536]",curious funny,never-heard-this,Glass Onion: A Knives Out Mystery,Nathan Johnson,Theme from Glass Onion,2022,0,Rian Johnson,Comedy Crime Drama,QZ8BZ2202677
_c0ghyfm7p,/audioFolder8//film-score-emotion-survey/audioFolder8/the_four_seasonssummer_in_g_minor_rv_315_iii_presto_antonio_vivaldi_portrait_of_a_lady_on_fire_sample_1,"Energized, inspired, happy","[1.56533333333333, 7.15733333333333, 8.15733333333333, 9.168, 10.3946666666667, 11.5386666666667, 12.7306666666667, 13.8453333333333, 14.6986666666667]","[0.493, 0.498, 0.548, 0.418, 0.413, 0.498, 0.588, 0.678, 0.788]","[0.456, 0.396, 0.466, 0.476, 0.546, 0.536, 0.556, 0.611, 0.691]",energized inspired happy,familiar-feeling-not-familiar,Portrait of a Lady on Fire,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",2019,1,Céline Sciamma,Drama Music,GBELX1506024
_c0ghyfm7p,/audioFolder9//film-score-emotion-survey/audioFolder9/walle_definedancing_thomas_newman_sample_2,"Calm, Happy","[1.584, 6.104, 7.81333333333333]","[0.898, 0.928, 0.923]","[0.181, 0.361, 0.556]",calm happy,familiar-feeling-not-familiar,WallE,Thomas Newman,Wall-E,2008,0,Andrew Stanton,Animation Adventure Family,USWD12327211
_c0ghyfm7p,alan_silvestri__infinity_warfromavengers_sample_2,"Alert, worried","[0.0, 2.74916666666667, 10.9655]","[0.608, -0.562, -0.137]","[-0.344, 0.496, 0.196]",alert worried,familiar-feeling-not-familiar,Avengers: Infinity War,Alan Silvestri,Infinity War,2018,0,"Anthony Russo, Joe Russo",Drama Music,USHR11838545
_c1j1i459h,/audioFolder3//film-score-emotion-survey/audioFolder3/gudnadottir_tar__i_largo_hildur_gudnadottir_sample_2,"This piece felt quite mournful and despairing. The first marker sets a tone that feels mostly a bit forlorn, but the tonally clashing cello note that comes in at the second marker sets off a feeling of doubt apprehension.","[14.8, 0.0030476614932893, 3.47209180552464, 6.6689407787199, 11.4002755371933]","[0.0, -0.745, -0.905, -0.725, -0.905]","[0.0, -0.368, -0.388, -0.558, -0.553]",piece felt quite mournful despairing marker sets tone feels bit forlorn tonally clashing cello note comes second marker sets feeling doubt apprehension,never-heard-this,Tár,Hildur Guðnadóttir,Tár: I. Largo,2022,0/1,Todd Field,Drama Music,USQ4E2201064
_c1j1i459h,/audioFolder4//film-score-emotion-survey/audioFolder4/is_that_what_everybody_wants_cliffmartinez_solaris_sample_2,"The first marker feels quite triumphant, the second marker feels a bit more mysterious. The intensity very gradually decreases across the piece as the strings fade out and slowly isolate the steel pans, which to me reflects the inevitable return to normality and uncertainty after a significant event. The brown dot represents where the mood starts and the blue dot where it ends.","[0.0, 3.40114655175898]","[0.19, -0.37]","[0.167, -0.383]",marker feels quite triumphant second marker feels bit mysterious intensity gradually decreases piece strings fade slowly isolate steel pans reflects inevitable return normality uncertainty significant event brown dot represents mood starts blue dot ends,never-heard-this,Solaris,Cliff Martinez,Is That What Everybody Wants,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900083
_c1j1i459h,/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_2,"Overall this feels like a calm and gentle resolution. The first marker sets up the anticipation for the cadence, which arrives with a pondering sense of finality in the second marker, which is then further resolved in the third marker as the mediant is played and thereby finishing the piece in a major key (can you tell I did A level ð). The lack of tonal clarity in the initial resolution gives a feeling of uncertainty for me.","[0.0172536965184577, 4.43351212709637, 5.98184679384196]","[0.0, 0.175, 0.555]","[-0.386, -0.556, -0.556]",overall feels like calm gentle resolution marker sets anticipation cadence arrives pondering sense finality second marker resolved marker mediant played finishing piece major key tell did level lack tonal clarity initial resolution gives feeling uncertainty,never-heard-this,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841
_c1j1i459h,/audioFolder8//film-score-emotion-survey/audioFolder8/surveillance_sicario_johan_johannsson_sample_1,"This extract felt very tense and scary. It made me imagine an invading alien army advancing out of creepy dark mist, playing strange drums. It was tricky to place the markers as the energy seems to build quite gradually, but the start of the second marker is where I felt a burst.","[14.8, 0.0110109060402687, 4.3767925430449]","[0.0, -0.765, -0.765]","[0.0, -0.258, 0.212]",extract felt tense scary imagine invading alien army advancing creepy dark mist playing strange drums tricky place markers energy build quite gradually start second marker felt burst,never-heard-this,Sicario,Jóhann Jóhannsson,Surveillance,2015,0,Denis Villeneuve,Action Crime Drama,US3M51536910
_c1j1i459h,/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__robbie_robertson__themefortheirishman_sample_1,"I felt a sense of disappointment and disenchantment, which was compounded when the mournful harmonica came in at the second marker. Also a sense of grim determination from the driving rhythm and constant repeating chord.","[0.0030211543510031, 2.88318624957673]","[-0.37, -0.555]","[-0.358, -0.198]",felt sense disappointment disenchantment compounded mournful harmonica came second marker sense grim determination driving rhythm constant repeating chord,never-heard-this,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600
_c1j1i459h,arrival_jonny_greenwood_spencer_sample_1,"Generally I felt a sense of anticipation, for something uncertain and a bit scary. The first marker feels the most stable to me, the second marker I felt things go up in energy. The general scattered rhythms and dissonance made me feel a bit uneasy. ","[0.0080562733867354, 3.20574990470531, 5.69663831248383, 14.8, 12.4969359532299]","[-0.505, -0.2, -0.18, 0.0, 0.0]","[-0.313, 0.182, 0.712, -0.003, 0.002]",generally felt sense anticipation uncertain bit scary marker feels stable second marker felt things energy general scattered rhythms dissonance feel bit uneasy,never-heard-this,Spencer,Jonny Greenwood,Arrival,2021,0,Pablo Larraín,Biography Drama,GBUM72106705
_c30bxpudl,/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2,it made feel in peace. Relaxed. I absolute love the sound of a guitar.,[14.8],[0.731],[0.372],feel peace relaxed absolute love sound guitar,never-heard-this,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Drama Fantasy,JPPO01618957
